"REPORT_ID","TYPE_DW","COUNT_DW","MONTHS","HIGHEST_OA_PER_MON","MAX_DURATION"
"1504350","贷款逾期","1","27","3569.00","2"
"1504350","贷记卡逾期","1","20","2143.00","2"
"1504350","准贷记卡60天以上透支","0","0","0.00","0"
"1505422","贷款逾期","0","0","0.00","0"
"1505422","贷记卡逾期","3","10","336.00","2"
"1505422","准贷记卡60天以上透支","0","0","0.00","0"
"1508758","贷款逾期","0","0","0.00","0"
"1508758","贷记卡逾期","1","2","2553.00","1"
"1508758","准贷记卡60天以上透支","0","0","0.00","0"
"1500813","贷款逾期","0","0","0.00","0"
"1500813","贷记卡逾期","5","11","141.00","1"
"1500813","准贷记卡60天以上透支","0","0","0.00","0"
"1500887","贷款逾期","0","0","0.00","0"
"1500887","贷记卡逾期","2","3","41.00","2"
"1500887","准贷记卡60天以上透支","0","0","0.00","0"
"1500893","贷款逾期","0","0","0.00","0"
"1500893","贷记卡逾期","1","5","1404.00","1"
"1500893","准贷记卡60天以上透支","0","0","0.00","0"
"1503296","贷款逾期","0","0","0.00","0"
"1503296","贷记卡逾期","1","1","0.00","1"
"1503296","准贷记卡60天以上透支","0","0","0.00","0"
"1504472","贷款逾期","0","0","0.00","0"
"1504472","贷记卡逾期","2","10","1527.00","1"
"1504472","准贷记卡60天以上透支","0","0","0.00","0"
"1505563","贷款逾期","0","0","0.00","0"
"1505563","贷记卡逾期","2","9","1968.00","1"
"1505563","准贷记卡60天以上透支","0","0","0.00","0"
"1487138","贷款逾期","0","0","0.00","0"
"1487138","贷记卡逾期","1","11","400.00","1"
"1487138","准贷记卡60天以上透支","0","0","0.00","0"
"1502274","贷款逾期","0","0","0.00","0"
"1502274","贷记卡逾期","3","14","1099.00","1"
"1502274","准贷记卡60天以上透支","0","0","0.00","0"
"1498869","贷款逾期","0","0","0.00","0"
"1498869","贷记卡逾期","2","7","433.00","1"
"1498869","准贷记卡60天以上透支","0","0","0.00","0"
"1501156","贷款逾期","0","0","0.00","0"
"1501156","贷记卡逾期","1","10","0.00","7"
"1501156","准贷记卡60天以上透支","0","0","0.00","0"
"1502350","贷款逾期","1","7","2264.00","2"
"1502350","贷记卡逾期","5","12","19266.00","3"
"1502350","准贷记卡60天以上透支","0","0","0.00","0"
"1503491","贷款逾期","0","0","0.00","0"
"1503491","贷记卡逾期","2","5","0.00","1"
"1503491","准贷记卡60天以上透支","0","0","0.00","0"
"1500014","贷款逾期","0","0","0.00","0"
"1500014","贷记卡逾期","3","9","4758.00","6"
"1500014","准贷记卡60天以上透支","0","0","0.00","0"
"1500087","贷款逾期","0","0","0.00","0"
"1500087","贷记卡逾期","2","10","302.00","2"
"1500087","准贷记卡60天以上透支","0","0","0.00","0"
"1500089","贷款逾期","1","4","3138.00","1"
"1500089","贷记卡逾期","1","11","706.00","1"
"1500089","准贷记卡60天以上透支","0","0","0.00","0"
"1503646","贷款逾期","0","0","0.00","0"
"1503646","贷记卡逾期","2","8","406.00","2"
"1503646","准贷记卡60天以上透支","0","0","0.00","0"
"1504783","贷款逾期","0","0","0.00","0"
"1504783","贷记卡逾期","2","9","75.00","2"
"1504783","准贷记卡60天以上透支","0","0","0.00","0"
"1508201","贷款逾期","1","9","2985.00","1"
"1508201","贷记卡逾期","1","1","0.00","1"
"1508201","准贷记卡60天以上透支","0","0","0.00","0"
"1510370","贷款逾期","0","0","0.00","0"
"1510370","贷记卡逾期","1","3","108.00","1"
"1510370","准贷记卡60天以上透支","0","0","0.00","0"
"1508261","贷款逾期","0","0","0.00","0"
"1508261","贷记卡逾期","2","2","680.00","1"
"1508261","准贷记卡60天以上透支","0","0","0.00","0"
"1509361","贷款逾期","0","0","0.00","0"
"1509361","贷记卡逾期","1","2","100.00","1"
"1509361","准贷记卡60天以上透支","0","0","0.00","0"
"1498055","贷款逾期","0","0","0.00","0"
"1498055","贷记卡逾期","3","4","896.00","1"
"1498055","准贷记卡60天以上透支","0","0","0.00","0"
"1508377","贷款逾期","0","0","0.00","0"
"1508377","贷记卡逾期","3","5","0.00","1"
"1508377","准贷记卡60天以上透支","0","0","0.00","0"
"1509409","贷款逾期","0","0","0.00","0"
"1509409","贷记卡逾期","2","4","2985.00","2"
"1509409","准贷记卡60天以上透支","0","0","0.00","0"
"1502817","贷款逾期","0","0","0.00","0"
"1502817","贷记卡逾期","1","1","0.00","1"
"1502817","准贷记卡60天以上透支","0","0","0.00","0"
"1509518","贷款逾期","0","0","0.00","0"
"1509518","贷记卡逾期","6","6","2087.00","1"
"1509518","准贷记卡60天以上透支","0","0","0.00","0"
"1511803","贷款逾期","1","2","2300.00","1"
"1511803","贷记卡逾期","0","0","0.00","0"
"1511803","准贷记卡60天以上透支","0","0","0.00","0"
"1499403","贷款逾期","0","0","0.00","0"
"1499403","贷记卡逾期","1","2","8036.00","1"
"1499403","准贷记卡60天以上透支","0","0","0.00","0"
"1508539","贷款逾期","0","0","0.00","0"
"1508539","贷记卡逾期","5","4","0.00","1"
"1508539","准贷记卡60天以上透支","0","0","0.00","0"
"1509664","贷款逾期","0","0","0.00","0"
"1509664","贷记卡逾期","5","9","3161.00","4"
"1509664","准贷记卡60天以上透支","0","0","0.00","0"
"1499535","贷款逾期","0","0","0.00","0"
"1499535","贷记卡逾期","1","1","0.00","1"
"1499535","准贷记卡60天以上透支","0","0","0.00","0"
"1500598","贷款逾期","2","2","506.00","1"
"1500598","贷记卡逾期","1","18","5277.00","2"
"1500598","准贷记卡60天以上透支","0","0","0.00","0"
"1504148","贷款逾期","0","0","0.00","0"
"1504148","贷记卡逾期","1","1","0.00","1"
"1504148","准贷记卡60天以上透支","0","0","0.00","0"
"1499577","贷款逾期","0","0","0.00","0"
"1499577","贷记卡逾期","1","1","0.00","1"
"1499577","准贷记卡60天以上透支","0","0","0.00","0"
"1501853","贷款逾期","1","1","0.00","1"
"1501853","贷记卡逾期","1","1","0.00","1"
"1501853","准贷记卡60天以上透支","0","0","0.00","0"
"1592637","贷款逾期","0","0","0.00","0"
"1592637","贷记卡逾期","2","6","756.00","1"
"1592637","准贷记卡60天以上透支","0","0","0.00","0"
"1592691","贷款逾期","1","1","0.00","1"
"1592691","贷记卡逾期","0","0","0.00","0"
"1592691","准贷记卡60天以上透支","0","0","0.00","0"
"1580261","贷款逾期","3","27","566511.00","2"
"1580261","贷记卡逾期","2","5","717.00","2"
"1580261","准贷记卡60天以上透支","0","2","10993.00","4"
"1582495","贷款逾期","0","0","0.00","0"
"1582495","贷记卡逾期","3","7","809.00","1"
"1595247","贷款逾期","0","0","0.00","0"
"1595247","贷记卡逾期","2","2","2500.00","1"
"1595247","准贷记卡60天以上透支","0","0","0.00","0"
"1595529","贷款逾期","2","2","0.00","1"
"1595529","贷记卡逾期","1","1","2678.00","1"
"1595529","准贷记卡60天以上透支","0","0","0.00","0"
"1595834","贷款逾期","2","3","1580.00","1"
"1595834","贷记卡逾期","3","25","23652.00","2"
"1595834","准贷记卡60天以上透支","0","0","0.00","0"
"1592855","贷款逾期","0","0","0.00","0"
"1592855","贷记卡逾期","1","1","1967.00","1"
"1592855","准贷记卡60天以上透支","0","0","0.00","0"
"1595339","贷款逾期","0","0","0.00","0"
"1595339","贷记卡逾期","1","1","0.00","1"
"1595339","准贷记卡60天以上透支","0","0","0.00","0"
"1585511","贷款逾期","0","0","0.00","0"
"1585511","贷记卡逾期","2","9","350.00","1"
"1585511","准贷记卡60天以上透支","0","0","0.00","0"
"1589267","贷款逾期","0","0","0.00","0"
"1589267","贷记卡逾期","1","1","0.00","1"
"1589267","准贷记卡60天以上透支","0","0","0.00","0"
"1582495","准贷记卡60天以上透支","0","0","0.00","0"
"1582522","贷款逾期","0","0","0.00","0"
"1582522","贷记卡逾期","4","23","19176.00","3"
"1582522","准贷记卡60天以上透支","0","0","0.00","0"
"1590526","贷款逾期","0","0","0.00","0"
"1590526","贷记卡逾期","3","3","197.00","1"
"1590526","准贷记卡60天以上透支","0","0","0.00","0"
"1583710","贷款逾期","0","0","0.00","0"
"1583710","贷记卡逾期","1","1","0.00","1"
"1583710","准贷记卡60天以上透支","0","0","0.00","0"
"1593095","贷款逾期","0","0","0.00","0"
"1593095","贷记卡逾期","1","1","0.00","1"
"1593095","准贷记卡60天以上透支","0","0","0.00","0"
"1582716","贷款逾期","2","5","192835.00","5"
"1582716","贷记卡逾期","6","7","507.00","1"
"1582716","准贷记卡60天以上透支","0","0","0.00","0"
"1583827","贷款逾期","0","0","0.00","0"
"1593198","贷款逾期","0","0","0.00","0"
"1593198","贷记卡逾期","1","2","312.00","1"
"1593198","准贷记卡60天以上透支","0","0","0.00","0"
"1597613","贷款逾期","1","4","4874.00","4"
"1597613","贷记卡逾期","3","9","776.00","3"
"1597613","准贷记卡60天以上透支","0","0","0.00","0"
"1597805","贷款逾期","1","1","0.00","1"
"1597805","贷记卡逾期","2","4","1572.00","1"
"1597805","准贷记卡60天以上透支","0","0","0.00","0"
"1583827","贷记卡逾期","2","3","80.00","1"
"1583827","准贷记卡60天以上透支","0","0","0.00","0"
"1593233","贷款逾期","0","0","0.00","0"
"1593233","贷记卡逾期","1","2","0.00","1"
"1593233","准贷记卡60天以上透支","0","0","0.00","0"
"1593268","贷款逾期","0","0","0.00","0"
"1593268","贷记卡逾期","1","3","0.00","6"
"1593268","准贷记卡60天以上透支","0","3","20.00","5"
"1580642","贷款逾期","0","0","0.00","0"
"1580642","贷记卡逾期","1","1","0.00","1"
"1580642","准贷记卡60天以上透支","0","0","0.00","0"
"1598258","贷款逾期","0","0","0.00","0"
"1598258","贷记卡逾期","7","16","17134.00","2"
"1598258","准贷记卡60天以上透支","0","0","0.00","0"
"1581762","贷款逾期","1","1","1238.00","1"
"1581762","贷记卡逾期","0","0","0.00","0"
"1581762","准贷记卡60天以上透支","0","0","0.00","0"
"1598588","贷款逾期","0","0","0.00","0"
"1598588","贷记卡逾期","3","10","17340.00","7"
"1580758","贷款逾期","0","0","0.00","0"
"1580758","贷记卡逾期","3","3","7.00","1"
"1580758","准贷记卡60天以上透支","0","0","0.00","0"
"1584152","贷款逾期","0","0","0.00","0"
"1584152","贷记卡逾期","2","5","19126.00","2"
"1584152","准贷记卡60天以上透支","0","0","0.00","0"
"1580815","贷款逾期","0","0","0.00","0"
"1580815","贷记卡逾期","2","2","50.00","1"
"1580815","准贷记卡60天以上透支","0","0","0.00","0"
"1580894","贷款逾期","0","0","0.00","0"
"1580894","贷记卡逾期","1","2","99.00","1"
"1580894","准贷记卡60天以上透支","0","0","0.00","0"
"1582022","贷款逾期","0","0","0.00","0"
"1582022","贷记卡逾期","4","4","0.00","1"
"1582022","准贷记卡60天以上透支","0","0","0.00","0"
"1582097","贷款逾期","1","2","1298.00","1"
"1582097","贷记卡逾期","0","0","0.00","0"
"1582097","准贷记卡60天以上透支","0","0","0.00","0"
"1583201","贷款逾期","0","0","0.00","0"
"1583201","贷记卡逾期","1","14","887.00","1"
"1583201","准贷记卡60天以上透支","0","0","0.00","0"
"1594683","贷款逾期","0","0","0.00","0"
"1594683","贷记卡逾期","2","11","7675.00","3"
"1594683","准贷记卡60天以上透支","0","0","0.00","0"
"1588787","贷款逾期","0","0","0.00","0"
"1588787","贷记卡逾期","4","9","4129.00","2"
"1588787","准贷记卡60天以上透支","0","0","0.00","0"
"1594493","贷款逾期","0","0","0.00","0"
"1594493","贷记卡逾期","2","23","2120.00","1"
"1594493","准贷记卡60天以上透支","0","0","0.00","0"
"1591256","贷款逾期","0","0","0.00","0"
"1591256","贷记卡逾期","3","7","1237.00","1"
"1591256","准贷记卡60天以上透支","0","0","0.00","0"
"1595445","贷款逾期","0","0","0.00","0"
"1595445","贷记卡逾期","5","6","2723.00","1"
"1595445","准贷记卡60天以上透支","0","0","0.00","0"
"1581202","贷款逾期","0","0","0.00","0"
"1581202","贷记卡逾期","3","5","1653.00","1"
"1581202","准贷记卡60天以上透支","0","0","0.00","0"
"1582262","贷款逾期","2","3","314.00","3"
"1582262","贷记卡逾期","0","0","0.00","0"
"1582262","准贷记卡60天以上透支","0","0","0.00","0"
"1590187","贷款逾期","0","0","0.00","0"
"1590187","贷记卡逾期","5","12","2256.00","3"
"1590187","准贷记卡60天以上透支","0","0","0.00","0"
"1590190","贷款逾期","0","0","0.00","0"
"1590190","贷记卡逾期","1","1","1.00","1"
"1590190","准贷记卡60天以上透支","0","0","0.00","0"
"1591386","贷款逾期","0","0","0.00","0"
"1591386","贷记卡逾期","1","1","525.00","1"
"1591386","准贷记卡60天以上透支","0","0","0.00","0"
"1594898","贷款逾期","0","0","0.00","0"
"1594898","贷记卡逾期","4","11","14635.00","3"
"1594898","准贷记卡60天以上透支","0","0","0.00","0"
"1635568","贷款逾期","0","0","0.00","0"
"1635568","贷记卡逾期","4","14","792.00","4"
"1635568","准贷记卡60天以上透支","0","0","0.00","0"
"1611946","贷款逾期","0","0","0.00","0"
"1611946","贷记卡逾期","2","5","690.00","4"
"1611946","准贷记卡60天以上透支","0","0","0.00","0"
"1599712","贷款逾期","1","1","50149.00","1"
"1599712","贷记卡逾期","6","14","1364.00","2"
"1599712","准贷记卡60天以上透支","0","0","0.00","0"
"1603307","贷款逾期","0","0","0.00","0"
"1603307","贷记卡逾期","1","0","0.00","0"
"1603307","准贷记卡60天以上透支","0","12","1294.00","7"
"1609524","贷款逾期","1","1","230.00","1"
"1609524","贷记卡逾期","3","5","3781.00","1"
"1609524","准贷记卡60天以上透支","0","0","0.00","0"
"1637639","贷款逾期","0","0","0.00","0"
"1637639","贷记卡逾期","1","1","533.00","1"
"1637639","准贷记卡60天以上透支","0","0","0.00","0"
"1598588","准贷记卡60天以上透支","0","0","0.00","0"
"1598649","贷款逾期","0","0","0.00","0"
"1598649","贷记卡逾期","1","25","516.00","3"
"1598649","准贷记卡60天以上透支","0","0","0.00","0"
"1599817","贷款逾期","0","0","0.00","0"
"1599817","贷记卡逾期","1","1","0.00","1"
"1599817","准贷记卡60天以上透支","0","0","0.00","0"
"1603417","贷款逾期","0","0","0.00","0"
"1603417","贷记卡逾期","4","5","1551.00","1"
"1603417","准贷记卡60天以上透支","0","0","0.00","0"
"1610872","贷款逾期","1","1","496.00","1"
"1610872","贷记卡逾期","3","19","2363.00","2"
"1610872","准贷记卡60天以上透支","0","0","0.00","0"
"1613296","贷款逾期","1","1","35.00","1"
"1613296","贷记卡逾期","0","0","0.00","0"
"1613296","准贷记卡60天以上透支","0","0","0.00","0"
"1637754","贷款逾期","0","0","0.00","0"
"1637754","贷记卡逾期","1","2","200.00","2"
"1637754","准贷记卡60天以上透支","0","0","0.00","0"
"1598677","贷款逾期","0","0","0.00","0"
"1598677","贷记卡逾期","1","3","102.00","1"
"1598677","准贷记卡60天以上透支","0","0","0.00","0"
"1601111","贷款逾期","0","0","0.00","0"
"1601111","贷记卡逾期","2","14","1006.00","5"
"1601111","准贷记卡60天以上透支","0","0","0.00","0"
"1605946","贷款逾期","0","0","0.00","0"
"1605946","贷记卡逾期","1","5","0.00","2"
"1605946","准贷记卡60天以上透支","0","0","0.00","0"
"1606003","贷款逾期","0","0","0.00","0"
"1606003","贷记卡逾期","2","4","0.00","1"
"1606003","准贷记卡60天以上透支","0","0","0.00","0"
"1609655","贷款逾期","0","0","0.00","0"
"1609655","贷记卡逾期","1","1","0.00","1"
"1609655","准贷记卡60天以上透支","0","0","0.00","0"
"1609722","贷款逾期","0","0","0.00","0"
"1602344","贷款逾期","1","2","1968.00","1"
"1602344","贷记卡逾期","2","4","0.00","1"
"1602344","准贷记卡60天以上透支","0","0","0.00","0"
"1602353","贷款逾期","0","0","0.00","0"
"1602353","贷记卡逾期","1","5","320.00","1"
"1602353","准贷记卡60天以上透支","0","0","0.00","0"
"1608499","贷款逾期","0","0","0.00","0"
"1608499","贷记卡逾期","2","3","0.00","1"
"1608499","准贷记卡60天以上透支","0","0","0.00","0"
"1609722","贷记卡逾期","4","5","0.00","1"
"1609722","准贷记卡60天以上透支","0","0","0.00","0"
"1609768","贷款逾期","1","1","695.00","1"
"1609768","贷记卡逾期","0","0","0.00","0"
"1609768","准贷记卡60天以上透支","0","0","0.00","0"
"1609775","贷款逾期","0","0","0.00","0"
"1609775","贷记卡逾期","3","16","1766.00","4"
"1609775","准贷记卡60天以上透支","0","0","0.00","0"
"1613442","贷款逾期","0","0","0.00","0"
"1613442","贷记卡逾期","1","1","0.00","1"
"1613442","准贷记卡60天以上透支","0","0","0.00","0"
"1634727","贷款逾期","2","2","1832.00","1"
"1634727","贷记卡逾期","1","7","290.00","1"
"1634727","准贷记卡60天以上透支","0","0","0.00","0"
"1598836","贷款逾期","2","8","3794.00","1"
"1598836","贷记卡逾期","3","5","4668.00","1"
"1598836","准贷记卡60天以上透支","0","0","0.00","0"
"1602399","贷款逾期","0","0","0.00","0"
"1602399","贷记卡逾期","1","1","0.00","1"
"1602399","准贷记卡60天以上透支","0","0","0.00","0"
"1602420","贷款逾期","0","0","0.00","0"
"1602420","贷记卡逾期","2","1","0.00","1"
"1602420","准贷记卡60天以上透支","0","0","0.00","0"
"1602423","贷款逾期","1","1","0.00","1"
"1602423","贷记卡逾期","0","0","0.00","0"
"1602423","准贷记卡60天以上透支","0","0","0.00","0"
"1606134","贷款逾期","0","0","0.00","0"
"1606134","贷记卡逾期","2","16","2099.00","4"
"1606134","准贷记卡60天以上透支","0","0","0.00","0"
"1598930","贷款逾期","0","0","0.00","0"
"1598930","贷记卡逾期","3","5","0.00","1"
"1598930","准贷记卡60天以上透支","0","0","0.00","0"
"1602540","贷款逾期","1","1","0.00","1"
"1602540","贷记卡逾期","4","18","112.00","7"
"1602540","准贷记卡60天以上透支","0","0","0.00","0"
"1636818","贷款逾期","0","0","0.00","0"
"1636818","贷记卡逾期","1","16","604.00","2"
"1636818","准贷记卡60天以上透支","0","0","0.00","0"
"1600238","贷款逾期","0","0","0.00","0"
"1600238","贷记卡逾期","1","1","0.00","1"
"1600238","准贷记卡60天以上透支","0","0","0.00","0"
"1599093","贷款逾期","0","0","0.00","0"
"1599093","贷记卡逾期","2","7","146.00","2"
"1599093","准贷记卡60天以上透支","0","0","0.00","0"
"1606361","贷款逾期","0","0","0.00","0"
"1606361","贷记卡逾期","5","5","11242.00","1"
"1606361","准贷记卡60天以上透支","0","0","0.00","0"
"1608796","贷款逾期","0","0","0.00","0"
"1608796","贷记卡逾期","4","10","623.00","1"
"1608796","准贷记卡60天以上透支","0","0","0.00","0"
"1608804","贷款逾期","2","2","2395.00","1"
"1608804","贷记卡逾期","5","9","2901.00","1"
"1608804","准贷记卡60天以上透支","0","0","0.00","0"
"1608853","贷款逾期","0","0","0.00","0"
"1608853","贷记卡逾期","2","5","3492.00","1"
"1608853","准贷记卡60天以上透支","0","0","0.00","0"
"1610108","贷款逾期","0","0","0.00","0"
"1610108","贷记卡逾期","1","1","0.00","1"
"1610108","准贷记卡60天以上透支","0","0","0.00","0"
"1611374","贷款逾期","1","1","0.00","1"
"1611374","贷记卡逾期","0","0","0.00","0"
"1611374","准贷记卡60天以上透支","0","0","0.00","0"
"1599116","贷款逾期","0","0","0.00","0"
"1599116","贷记卡逾期","5","10","973.00","2"
"1599116","准贷记卡60天以上透支","0","0","0.00","0"
"1599177","贷款逾期","0","0","0.00","0"
"1599177","贷记卡逾期","3","13","77.00","6"
"1599177","准贷记卡60天以上透支","0","0","0.00","0"
"1605118","贷款逾期","1","2","0.00","1"
"1605118","贷记卡逾期","4","10","0.00","2"
"1605118","准贷记卡60天以上透支","0","0","0.00","0"
"1633893","贷款逾期","0","0","0.00","0"
"1633893","贷记卡逾期","1","1","0.00","1"
"1633893","准贷记卡60天以上透支","0","0","0.00","0"
"1599259","贷款逾期","0","0","0.00","0"
"1599259","贷记卡逾期","1","1","0.00","1"
"1599259","准贷记卡60天以上透支","0","0","0.00","0"
"1602823","贷款逾期","0","0","0.00","0"
"1602823","贷记卡逾期","1","1","0.00","1"
"1602823","准贷记卡60天以上透支","0","0","0.00","0"
"1612752","贷款逾期","0","0","0.00","0"
"1612752","贷记卡逾期","3","33","1113.00","2"
"1612752","准贷记卡60天以上透支","0","0","0.00","0"
"1637072","贷款逾期","1","2","4928.00","1"
"1637072","贷记卡逾期","2","8","0.00","2"
"1637072","准贷记卡60天以上透支","0","0","0.00","0"
"1609056","贷款逾期","1","1","0.00","1"
"1609056","贷记卡逾期","1","1","0.00","1"
"1609056","准贷记卡60天以上透支","1","6","2000.00","4"
"1610332","贷款逾期","0","0","0.00","0"
"1610332","贷记卡逾期","3","9","1252.00","1"
"1610332","准贷记卡60天以上透支","0","0","0.00","0"
"1635951","贷款逾期","0","0","0.00","0"
"1635951","贷记卡逾期","3","3","42.00","1"
"1635951","准贷记卡60天以上透支","0","0","0.00","0"
"1599384","贷款逾期","0","0","0.00","0"
"1599384","贷记卡逾期","2","3","41.00","1"
"1599384","准贷记卡60天以上透支","0","0","0.00","0"
"1599411","贷款逾期","1","3","760.00","1"
"1599411","贷记卡逾期","2","19","345.00","1"
"1599411","准贷记卡60天以上透支","0","0","0.00","0"
"1609151","贷款逾期","0","0","0.00","0"
"1609151","贷记卡逾期","3","11","13039.00","2"
"1609151","准贷记卡60天以上透支","0","0","0.00","0"
"1610396","贷款逾期","0","0","0.00","0"
"1610396","贷记卡逾期","2","29","3099.00","7"
"1610396","准贷记卡60天以上透支","0","0","0.00","0"
"1610423","贷款逾期","0","0","0.00","0"
"1610423","贷记卡逾期","1","4","51.00","1"
"1610423","准贷记卡60天以上透支","0","0","0.00","0"
"1611635","贷款逾期","0","0","0.00","0"
"1611635","贷记卡逾期","1","2","0.00","1"
"1611635","准贷记卡60天以上透支","0","0","0.00","0"
"1601872","贷款逾期","1","2","21087.00","1"
"1601872","贷记卡逾期","1","2","0.00","1"
"1601872","准贷记卡60天以上透支","0","0","0.00","0"
"1611701","贷款逾期","0","0","0.00","0"
"1611701","贷记卡逾期","2","5","203.00","2"
"1611701","准贷记卡60天以上透支","0","0","0.00","0"
"1611746","贷款逾期","0","0","0.00","0"
"1611746","贷记卡逾期","1","3","0.00","1"
"1611746","准贷记卡60天以上透支","0","0","0.00","0"
"1612936","贷款逾期","0","0","0.00","0"
"1612936","贷记卡逾期","1","5","0.00","2"
"1612936","准贷记卡60天以上透支","0","0","0.00","0"
"1608027","贷款逾期","0","0","0.00","0"
"1608027","贷记卡逾期","3","5","1126.00","1"
"1608027","准贷记卡60天以上透支","0","0","0.00","0"
"1609305","贷款逾期","0","0","0.00","0"
"1609305","贷记卡逾期","2","2","26.00","1"
"1609305","准贷记卡60天以上透支","0","0","0.00","0"
"1610547","贷款逾期","0","0","0.00","0"
"1610547","贷记卡逾期","1","1","2664.00","1"
"1610547","准贷记卡60天以上透支","0","0","0.00","0"
"1611849","贷款逾期","0","0","0.00","0"
"1611849","贷记卡逾期","2","2","0.00","1"
"1611849","准贷记卡60天以上透支","0","0","0.00","0"
"1634195","贷款逾期","0","0","0.00","0"
"1634195","贷记卡逾期","4","4","1800.00","1"
"1634195","准贷记卡60天以上透支","0","0","0.00","0"
"1600791","贷款逾期","0","0","0.00","0"
"1600791","贷记卡逾期","3","7","1092.00","3"
"1600791","准贷记卡60天以上透支","0","0","0.00","0"
"1602002","贷款逾期","0","0","0.00","0"
"1602002","贷记卡逾期","1","1","26.00","1"
"1602002","准贷记卡60天以上透支","0","0","0.00","0"
"1604408","贷款逾期","1","2","284737.00","2"
"1604408","贷记卡逾期","3","8","3204.00","3"
"1604408","准贷记卡60天以上透支","0","0","0.00","0"
"1633128","贷款逾期","0","0","0.00","0"
"1633128","贷记卡逾期","2","5","0.00","1"
"1633128","准贷记卡60天以上透支","0","0","0.00","0"
"1620851","贷款逾期","0","0","0.00","0"
"1620851","贷记卡逾期","1","2","0.00","1"
"1620851","准贷记卡60天以上透支","0","0","0.00","0"
"1622151","贷款逾期","1","2","641.00","1"
"1622151","贷记卡逾期","1","1","0.00","1"
"1622151","准贷记卡60天以上透支","0","0","0.00","0"
"1627241","贷款逾期","0","0","0.00","0"
"1627241","贷记卡逾期","1","3","0.00","1"
"1627241","准贷记卡60天以上透支","0","0","0.00","0"
"1616247","贷款逾期","0","0","0.00","0"
"1616247","贷记卡逾期","2","8","0.00","1"
"1616247","准贷记卡60天以上透支","0","0","0.00","0"
"1617475","贷款逾期","0","0","0.00","0"
"1617475","贷记卡逾期","7","30","20916.00","7"
"1617475","准贷记卡60天以上透支","0","0","0.00","0"
"1619995","贷款逾期","0","0","0.00","0"
"1619995","贷记卡逾期","2","10","159.00","7"
"1619995","准贷记卡60天以上透支","0","0","0.00","0"
"1620069","贷款逾期","0","0","0.00","0"
"1620069","贷记卡逾期","1","2","400.00","2"
"1620069","准贷记卡60天以上透支","0","0","0.00","0"
"1631112","贷款逾期","0","0","0.00","0"
"1631112","贷记卡逾期","2","2","674.00","1"
"1631112","准贷记卡60天以上透支","0","0","0.00","0"
"1625028","贷款逾期","0","0","0.00","0"
"1625028","贷记卡逾期","1","11","633.00","3"
"1625028","准贷记卡60天以上透支","0","0","0.00","0"
"1626286","贷款逾期","1","1","0.00","1"
"1626286","贷记卡逾期","1","1","0.00","1"
"1626286","准贷记卡60天以上透支","0","0","0.00","0"
"1632565","贷款逾期","1","1","0.00","1"
"1632565","贷记卡逾期","1","2","14.00","2"
"1632565","准贷记卡60天以上透支","0","0","0.00","0"
"1626497","贷款逾期","1","2","0.00","1"
"1626497","贷记卡逾期","1","1","0.00","1"
"1626497","准贷记卡60天以上透支","0","0","0.00","0"
"1620417","贷款逾期","0","0","0.00","0"
"1620417","贷记卡逾期","1","1","1393.00","1"
"1620417","准贷记卡60天以上透支","0","0","0.00","0"
"1624103","贷款逾期","1","1","30000.00","1"
"1624103","贷记卡逾期","0","0","0.00","0"
"1624103","准贷记卡60天以上透支","0","0","0.00","0"
"1626523","贷款逾期","0","0","0.00","0"
"1626523","贷记卡逾期","1","2","0.00","1"
"1626523","准贷记卡60天以上透支","0","0","0.00","0"
"1632735","贷款逾期","0","0","0.00","0"
"1632735","贷记卡逾期","2","7","790.00","1"
"1632735","准贷记卡60天以上透支","0","0","0.00","0"
"1625371","贷款逾期","0","0","0.00","0"
"1625371","贷记卡逾期","1","10","0.00","1"
"1625371","准贷记卡60天以上透支","0","0","0.00","0"
"1626581","贷款逾期","0","0","0.00","0"
"1626581","贷记卡逾期","2","9","6313.00","3"
"1626581","准贷记卡60天以上透支","2","9","14625.00","6"
"1627786","贷款逾期","0","0","0.00","0"
"1627786","贷记卡逾期","3","7","9133.00","1"
"1627786","准贷记卡60天以上透支","0","0","0.00","0"
"1620604","贷款逾期","0","0","0.00","0"
"1620604","贷记卡逾期","1","1","10.00","1"
"1620604","准贷记卡60天以上透支","0","0","0.00","0"
"1620615","贷款逾期","0","0","0.00","0"
"1620615","贷记卡逾期","1","1","0.00","1"
"1620615","准贷记卡60天以上透支","0","0","0.00","0"
"1621821","贷款逾期","0","0","0.00","0"
"1621821","贷记卡逾期","2","4","20.00","2"
"1621821","准贷记卡60天以上透支","0","0","0.00","0"
"1621944","贷款逾期","0","0","0.00","0"
"1621944","贷记卡逾期","3","21","4640.00","4"
"1621944","准贷记卡60天以上透支","0","0","0.00","0"
"1626801","贷款逾期","1","12","2025.00","1"
"1626801","贷记卡逾期","4","14","3207.00","2"
"1626801","准贷记卡60天以上透支","0","0","0.00","0"
"1615732","贷款逾期","0","0","0.00","0"
"1615732","贷记卡逾期","1","1","65.00","1"
"1615732","准贷记卡60天以上透支","0","0","0.00","0"
"1626812","贷款逾期","0","0","0.00","0"
"1626812","贷记卡逾期","1","5","0.00","7"
"1626812","准贷记卡60天以上透支","0","4","19.00","6"
"1626886","贷款逾期","0","0","0.00","0"
"1626886","贷记卡逾期","3","7","0.00","2"
"1626886","准贷记卡60天以上透支","0","0","0.00","0"
