REPORT_ID	type_dw	get_time	changing_months	changing_amount	content
5250365	提前还款（部分）	2017-04-13	0	50	--
5250365	提前还款（部分）	2017-03-10	0	275	--
5250365	提前还款（部分）	2017-04-13	0	275	--
5250365	提前还款（全部）	2017-05-16	-1	2000	--
5250365	提前还款（全部）	2017-04-26	0	1065	--
5250365	提前还款（部分）	2017-04-13	0	73	--
5250365	提前还款（全部）	2017-04-26	0	1006	--
5250365	提前还款（全部）	2017-04-26	0	551	--
5250365	提前还款（部分）	2017-03-10	0	73	--
5250365	提前还款（全部）	2016-08-05	0	505	--
5250365	提前还款（部分）	2017-04-13	0	64	--
5250365	提前还款（全部）	2017-04-26	0	539	--
5250365	提前还款（部分）	2017-03-10	0	64	--
5250365	提前还款（部分）	2017-03-10	0	183	--
5250365	提前还款（部分）	2017-04-13	0	183	--
5250365	提前还款（部分）	2017-03-10	0	92	--
5250365	提前还款（全部）	2016-08-05	0	1009	--
5250365	提前还款（全部）	2017-03-21	0	439	--
5250365	提前还款（全部）	2017-02-19	0	423	--
5251793	提前还款（全部）	2017-02-08	0	876	--
5251793	提前还款（全部）	2016-12-06	0	999	--
5251793	提前还款（全部）	2017-01-12	0	999	--
5251793	提前还款（全部）	2017-02-22	0	1314	--
5251793	提前还款（全部）	2017-04-28	0	924	--
5259129	提前还款（全部）	2017-01-09	0	3333	提前结清。
5261404	提前还款（全部）	2017-01-17	0	15626	提前结清
5261411	提前还款（全部）	2017-05-07	0	913	--
5262321	提前还款（部分）	2017-03-15	0	239	--
5262321	提前还款（部分）	2017-03-15	0	458	--
5262321	提前还款（部分）	2017-03-15	0	458	--
5262321	提前还款（全部）	2017-03-15	0	549	--
5262321	提前还款（全部）	2017-03-15	0	508	--
5262321	提前还款（全部）	2017-03-15	0	545	--
5262384	提前还款（全部）	2016-10-20	0	50000	提前还款（全部）
5262384	提前还款（全部）	2017-04-13	0	50000	提前还款（全部）
5262384	提前还款（全部）	2017-04-13	0	50000	提前还款（全部）
5262384	提前还款（全部）	2017-04-13	0	50000	提前还款（全部）
5262384	提前还款（全部）	2017-04-13	0	100000	提前还款（全部）
5262384	提前还款（全部）	2017-04-13	0	50000	提前还款（全部）
5262440	提前还款（全部）	2017-04-17	0	1093	--
5262440	提前还款（全部）	2017-05-19	0	1339	--
5262881	提前还款（全部）	2016-04-10	0	168	--
5213548	提前还款（全部）	2016-04-11	0	2075	--
5213548	提前还款（全部）	2016-04-11	0	503	--
5213548	提前还款（全部）	2015-12-10	0	2027	--
5213548	提前还款（全部）	2017-02-14	0	2883	--
5226008	提前还款（全部）	2017-03-14	0	409	--
5226008	提前还款（全部）	2017-03-14	0	1968	--
5226869	提前还款（全部）	2016-05-23	0	40000	--
5228255	提前还款（部分）	2017-04-03	0	187	--
5228255	提前还款（部分）	2017-03-05	0	204	--
5228255	提前还款（部分）	2017-04-03	0	84	--
5228255	提前还款（部分）	2017-03-05	0	84	--
5228255	提前还款（部分）	2017-03-05	0	94	--
5228255	提前还款（部分）	2017-04-03	0	94	--
5228255	提前还款（部分）	2017-04-03	0	178	--
5228255	提前还款（部分）	2017-03-05	0	178	--
5228255	提前还款（全部）	2016-08-13	0	876	--
5228255	提前还款（全部）	2016-09-04	0	227	--
5229172	提前还款（全部）	2017-03-28	-3	450	提前还款（全部）
5229172	提前还款（部分）	2016-11-28	-10	450	提前还款（部分）
5229172	提前还款（部分）	2017-03-22	0	165	--
5229172	提前还款（部分）	2017-03-22	0	64	--
5229172	提前还款（部分）	2017-03-22	0	458	--
5229172	提前还款（部分）	2017-03-22	0	104	--
5229172	提前还款（部分）	2017-03-22	0	175	--
5229172	提前还款（全部）	2017-06-09	-1	2023	--
5229172	提前还款（部分）	2017-03-22	0	46	--
5229172	提前还款（部分）	2017-03-22	0	95	--
5229172	提前还款（部分）	2017-03-22	0	177	--
5229424	提前还款（部分）	2017-04-15	0	618	--
5229424	提前还款（部分）	2017-03-16	0	618	--
5229424	提前还款（全部）	2017-04-06	0	1909	提前结清
5229424	提前还款（全部）	2016-12-30	0	15000	--
5229424	提前还款（全部）	2017-03-14	0	1909	提前结清
5229424	提前还款（全部）	2016-05-23	0	17500	--
5229788	提前还款（全部）	2017-05-26	0	1018	--
5229788	提前还款（全部）	2017-05-26	0	1414	--
5238818	其他	2013-10-16	0	285077	提前还款
5238951	提前还款（部分）	2017-01-23	0	1	--
5238951	提前还款（部分）	2016-11-23	0	13	--
5238951	提前还款（部分）	2016-12-23	0	30	--
5238951	提前还款（部分）	2016-10-23	0	17	--
5238951	提前还款（部分）	2017-04-23	0	1	--
5250830	提前还款（全部）	2016-10-25	0	334	--
5253126	提前还款（全部）	2017-01-17	0	1552	--
5260147	提前还款（部分）	2017-02-27	0	563	--
5260147	提前还款（部分）	2017-03-31	0	275	--
5260147	提前还款（全部）	2016-09-28	0	462	--
5261288	提前还款（部分）	2017-03-21	0	356	--
5261288	提前还款（部分）	2017-03-21	0	346	--
5261393	其他	2016-05-03	-6	1612	正常提前还款
5262982	提前还款（全部）	2015-08-11	0	4896	全额提前结清
5262982	提前还款（全部）	2015-08-11	0	10636	全额提前结清
5212583	提前还款（全部）	2017-04-07	0	374	--
5212583	提前还款（部分）	2017-03-17	0	377	--
5212583	提前还款（全部）	2016-08-21	0	170	--
5212583	提前还款（全部）	2017-03-17	0	356	--
5212583	提前还款（部分）	2017-05-20	0	325	--
5212583	提前还款（全部）	2016-09-13	0	336	--
5212583	提前还款（全部）	2016-09-13	0	469	--
5212583	提前还款（全部）	2016-09-13	0	618	--
5212583	提前还款（全部）	2016-08-21	0	277	--
5212583	提前还款（全部）	2017-03-17	0	280	--
5212583	提前还款（全部）	2017-04-07	0	810	--
5212940	提前还款（部分）	2017-02-27	0	649	--
5212940	提前还款（部分）	2017-02-27	0	163	--
5212940	提前还款（部分）	2017-02-27	0	293	--
5212940	提前还款（部分）	2017-02-27	0	412	--
5212940	提前还款（部分）	2017-02-27	0	916	--
5216881	提前还款（全部）	2017-01-21	-1	2500	--
5216881	提前还款（全部）	2017-02-22	-1	2400	--
5216881	提前还款（全部）	2017-05-12	-1	2000	--
5216881	提前还款（全部）	2017-04-09	-1	2100	--
5216881	提前还款（全部）	2016-12-28	-1	2100	--
5217784	提前还款（全部）	2017-05-04	-2	2682	--
5220178	提前还款（部分）	2017-03-30	0	227	--
5220178	提前还款（全部）	2016-04-06	-1	671	提前结清
5221312	提前还款（全部）	2017-01-04	-4	2000	--
5221312	提前还款（全部）	2017-01-04	-10	3333	--
5221312	提前还款（全部）	2017-05-11	-8	1333	--
5224994	提前还款（全部）	2016-02-02	0	293451	提前还款
5225134	提前还款（全部）	2017-03-25	0	1203	提前结清
5225134	提前还款（全部）	2017-04-05	0	1201	提前结清
5225134	提前还款（全部）	2017-03-25	0	0	提前还款（全部）
5228935	提前还款（全部）	2017-05-21	0	1653	--
5228935	提前还款（全部）	2016-05-02	0	888	--
5228935	提前还款（全部）	2017-05-03	0	1651	--
5228935	提前还款（全部）	2016-03-04	0	888	--
5228935	提前还款（全部）	2017-05-12	0	1653	--
5228935	提前还款（全部）	2017-05-18	0	1652	--
5228935	提前还款（全部）	2017-05-09	0	1655	--
5228935	提前还款（全部）	2017-05-23	0	1652	--
5228935	提前还款（全部）	2016-04-03	0	888	--
5229446	提前还款（全部）	2017-05-17	0	0	提前还款（全部）
5233366	提前还款（全部）	2017-04-16	0	904	提前结清
5233849	提前还款（全部）	2017-05-11	0	1400	2041[表内贷款提前还款]
5234948	其他	2014-11-10	0	15029	正常提前还款
5234948	其他	2014-06-01	0	4832	正常提前还款
5234948	其他	2016-07-02	-5	2803	正常提前还款
5234948	其他	2016-07-02	-7	6124	正常提前还款
5235823	提前还款（全部）	2016-12-04	-2	1667	--
5235823	提前还款（全部）	2017-04-06	-1	167	--
5235823	提前还款（部分）	2017-04-01	0	509	--
5235823	其他	2006-01-25	3	100928	贷款提前还款结清20060127
5235942	提前还款（全部）	2017-05-06	0	423	--
5235942	提前还款（全部）	2017-05-06	0	500	--
5235942	提前还款（全部）	2017-05-06	0	178	--
5235942	提前还款（部分）	2017-03-10	0	549	--
5235942	提前还款（部分）	2017-04-10	0	549	--
5239071	提前还款（部分）	2017-03-06	0	177	--
5239071	提前还款（部分）	2017-03-06	0	82	--
5239071	提前还款（全部）	2017-06-01	0	698	--
5239071	提前还款（部分）	2017-03-06	0	1108	--
5239148	提前还款（全部）	2017-05-29	0	446	--
5239148	提前还款（部分）	2017-03-03	0	57	--
5239148	提前还款（部分）	2017-03-03	0	61	--
5239148	提前还款（部分）	2017-03-03	0	164	--
5239148	提前还款（部分）	2017-03-03	0	506	--
5239344	提前还款（全部）	2017-01-21	0	6055	--
5239344	提前还款（全部）	2016-03-03	0	6506	--
5239344	提前还款（全部）	2017-03-03	0	6000	--
5239344	提前还款（全部）	2016-01-23	0	5035	--
5239344	提前还款（全部）	2016-04-01	0	6551	--
5240527	提前还款（全部）	2017-05-17	0	5541	--
5241430	提前还款（全部）	2016-10-29	-11	2750	--
5248871	提前还款（部分）	2017-03-12	0	190	--
5248871	提前还款（全部）	2017-04-10	0	190	--
5248871	提前还款（全部）	2016-12-15	-11	2750	--
5248871	提前还款（部分）	2017-03-12	0	694	--
5248871	提前还款（全部）	2017-05-12	0	1234	--
5248871	提前还款（全部）	2017-05-12	0	4598	--
5248871	提前还款（部分）	2017-04-10	0	694	--
5249165	提前还款（全部）	2017-04-28	0	1502	提前结清
5252119	提前还款（部分）	2017-03-21	0	90	--
5252119	提前还款（部分）	2017-04-20	0	90	--
5252119	提前还款（部分）	2017-03-21	0	127	--
5252119	提前还款（部分）	2017-04-20	0	127	--
5252119	提前还款（部分）	2017-03-21	0	174	--
5252119	提前还款（部分）	2017-04-20	0	174	--
5252119	提前还款（全部）	2017-02-01	0	463	--
5252119	提前还款（部分）	2017-03-21	0	589	--
5252119	提前还款（全部）	2017-02-01	0	172	--
5254779	提前还款（全部）	2016-08-30	0	1702	--
5254779	提前还款（全部）	2017-05-21	0	883	--
5254779	提前还款（部分）	2017-03-24	0	865	--
5254779	提前还款（全部）	2016-08-22	0	336	--
5254779	提前还款（全部）	2016-08-30	0	675	--
5254779	提前还款（全部）	2017-03-24	0	807	--
5258160	提前还款（全部）	2016-09-12	0	3017	--
5258160	提前还款（部分）	2017-02-25	0	90	--
5258160	提前还款（全部）	2017-03-31	0	848	--
5258160	提前还款（部分）	2017-02-25	0	282	--
5258160	提前还款（部分）	2017-03-30	0	282	--
5258160	提前还款（全部）	2016-09-29	0	3023	--
5259098	提前还款（全部）	2017-01-01	-12	7500	--
5259126	提前还款（全部）	2016-03-11	0	677	--
5259126	提前还款（全部）	2016-03-11	0	1015	--
5259126	提前还款（全部）	2016-01-28	0	2804	--
5259126	提前还款（全部）	2016-03-11	0	1015	--
5259847	提前还款（部分）	2017-03-27	0	154	--
5259847	提前还款（部分）	2017-02-28	0	453	--
5259847	提前还款（部分）	2017-02-28	0	154	--
5259847	提前还款（部分）	2017-03-27	0	453	--
5259847	提前还款（部分）	2017-03-27	0	145	--
5259847	提前还款（部分）	2017-02-28	0	145	--
5259847	提前还款（部分）	2017-03-27	0	109	--
5259847	提前还款（部分）	2017-02-28	0	109	--
5259847	提前还款（部分）	2017-02-28	0	349	--
5259847	提前还款（部分）	2017-03-27	0	349	--
5218243	提前还款（全部）	2017-02-22	0	2522	--
5218243	提前还款（全部）	2017-03-17	-3	1500	提前还款/结清。
5218243	提前还款（全部）	2016-11-13	0	168	--
5218243	提前还款（全部）	2017-02-02	-5	2778	--
5218243	提前还款（全部）	2017-02-02	-11	1467	--
5218243	提前还款（全部）	2016-11-29	0	168	--
5223514	提前还款（全部）	2017-05-08	0	5806	--
5225516	提前还款（全部）	2016-10-11	0	1187	--
5230822	提前还款（全部）	2017-04-24	0	1407	提前结清
5230822	提前还款（全部）	2017-03-29	0	1407	提前结清
5231410	提前还款（全部）	2017-05-26	0	338	提前还款（全部）
5231410	提前还款（全部）	2017-04-06	0	686	提前结清
5232600	提前还款（全部）	2017-05-11	0	264	--
5232600	提前还款（全部）	2017-05-11	0	581	--
5232600	提前还款（全部）	2017-05-11	0	157	--
5233307	提前还款（部分）	2017-03-10	0	682	--
5233307	提前还款（全部）	2017-03-05	0	548	--
5234749	提前还款（全部）	2017-02-05	0	845	--
5234749	提前还款（全部）	2017-06-05	0	1636	--
5235806	提前还款（全部）	2016-08-29	0	2067	--
5235806	提前还款（全部）	2016-08-29	0	912	--
5235806	提前还款（全部）	2017-06-07	0	2901	--
5235806	提前还款（全部）	2017-01-22	0	2592	--
5237227	提前还款（全部）	2017-05-31	0	915	--
5237227	提前还款（全部）	2017-05-31	0	998	--
5242666	提前还款（全部）	2017-01-17	0	7028	--
5242666	提前还款（全部）	2016-05-05	0	3055	--
5242666	提前还款（部分）	2017-04-06	0	641	--
5242666	提前还款（全部）	2017-05-06	0	638	--
5242666	提前还款（部分）	2017-03-09	0	641	--
5242666	提前还款（全部）	2016-05-05	0	4073	--
5244535	提前还款（全部）	2017-04-02	0	1010	--
5244535	提前还款（全部）	2017-05-11	-23	2011	提前还款/结清。
5245669	提前还款（全部）	2017-02-26	0	2033	--
5245669	提前还款（全部）	2016-09-02	0	2016	--
5245669	提前还款（全部）	2017-01-22	0	2018	--
5245669	提前还款（全部）	2016-03-18	0	406	--
5245669	提前还款（全部）	2016-03-18	0	685	--
5245669	提前还款（全部）	2015-12-01	0	2012	--
5245669	提前还款（全部）	2016-09-22	0	2015	--
5245669	提前还款（全部）	2016-06-07	0	2004	--
5245669	提前还款（全部）	2016-05-16	0	2010	--
5245669	提前还款（全部）	2016-10-09	0	2011	--
5245669	提前还款（全部）	2016-05-04	0	2007	--
5245669	提前还款（全部）	2016-04-21	0	2024	--
5245669	提前还款（全部）	2016-03-18	0	907	--
5245669	提前还款（全部）	2016-08-02	0	2015	--
5245669	提前还款（全部）	2015-11-15	0	679	--
5245669	提前还款（全部）	2015-11-15	0	1304	--
5246159	提前还款（全部）	2017-05-31	0	12143	--
5246159	提前还款（全部）	2017-05-10	0	12015	--
5246159	提前还款（全部）	2017-04-10	0	10038	--
5246159	提前还款（全部）	2017-05-11	0	10006	--
5246159	提前还款（全部）	2017-04-27	0	10063	--
5246635	提前还款（全部）	2017-03-03	0	978	--
5246635	提前还款（全部）	2017-03-03	0	1991	--
5246635	提前还款（全部）	2017-03-03	0	853	--
5246635	提前还款（全部）	2017-03-03	0	2126	--
5246635	提前还款（全部）	2017-03-03	0	1715	--
5248504	提前还款（全部）	2017-06-02	0	673	--
5248504	提前还款（全部）	2016-04-06	0	1024	--
5248504	提前还款（部分）	2017-03-08	0	368	--
5248504	提前还款（全部）	2017-03-08	0	343	--
5248504	提前还款（部分）	2017-03-08	0	579	--
5248504	提前还款（部分）	2017-03-08	0	311	--
5248504	提前还款（部分）	2017-03-08	0	135	--
5252319	提前还款（全部）	2017-05-12	-5	2083	--
5252319	提前还款（全部）	2017-05-12	-8	1467	--
5253467	提前还款（全部）	2017-05-03	0	415	--
5253467	提前还款（全部）	2017-04-14	0	225	--
5253467	提前还款（部分）	2017-03-03	0	229	--
5253467	提前还款（全部）	2016-09-19	-2	533	--
5253467	提前还款（全部）	2017-04-14	-3	600	--
5253467	提前还款（全部）	2016-07-07	-2	400	--
5253467	提前还款（全部）	2017-05-03	0	649	--
5253467	提前还款（全部）	2016-05-06	-1	500	--
5253467	提前还款（全部）	2017-03-03	0	397	--
5253467	提前还款（全部）	2016-04-06	-1	201	提前结清
5253467	提前还款（全部）	2016-09-19	0	678	--
5253467	提前还款（全部）	2017-01-05	-3	500	--
5253467	提前还款（全部）	2017-02-03	0	238	--
5253467	提前还款（全部）	2016-08-03	-3	800	--
5253467	提前还款（全部）	2016-07-28	0	688	--
5253789	提前还款（部分）	2017-05-24	0	459	--
5260894	提前还款（全部）	2016-02-04	0	1011	--
5260894	提前还款（全部）	2017-02-16	0	410	--
5260894	提前还款（全部）	2017-02-16	0	1466	--
5260894	提前还款（全部）	2017-02-16	0	715	--
5260894	提前还款（全部）	2016-04-09	0	340	--
5260894	提前还款（全部）	2017-02-16	0	597	--
5260894	提前还款（全部）	2017-02-16	0	684	--
5260894	提前还款（全部）	2016-01-18	0	678	--
5213876	提前还款（全部）	2014-03-04	0	693084	提前还款（全部）,业务期限不变,交易包括：提前还款交易金额（全部）693084.42元;
5214345	提前还款（全部）	2017-04-28	0	807	--
5214345	提前还款（全部）	2017-04-11	0	486	--
5214345	提前还款（全部）	2017-06-07	0	1087	--
5227113	提前还款（全部）	2017-03-14	0	2716	--
5227113	提前还款（全部）	2017-05-19	0	703	--
5227113	提前还款（全部）	2017-04-23	0	702	--
5227113	提前还款（全部）	2016-07-13	0	4073	--
5230781	提前还款（全部）	2017-02-18	0	2200	提前结清。
5231124	其他	2010-03-30	0	6267	00001,999
5235751	提前还款（部分）	2017-04-03	0	421	--
5235751	提前还款（部分）	2017-04-03	0	238	--
5235751	提前还款（部分）	2017-04-03	0	458	--
5235751	提前还款（部分）	2017-04-03	0	404	--
5235751	提前还款（全部）	2017-04-03	0	223	--
5235751	提前还款（全部）	2017-03-07	0	544	--
5235954	提前还款（部分）	2016-12-07	-12	450	提前还款（部分）
5240539	提前还款（全部）	2017-05-04	0	673	--
5245250	提前还款（全部）	2017-06-09	0	0	提前还款（全部）
5245250	提前还款（全部）	2017-02-14	0	3420	--
5245250	提前还款（全部）	2017-02-09	-2	855	提前还款（全部）
5245250	提前还款（全部）	2017-02-09	-4	378	提前还款（全部）
5246804	提前还款（全部）	2017-05-15	0	3825	--
5246804	提前还款（全部）	2017-02-12	0	1000	--
5246804	提前还款（全部）	2017-02-11	0	1000	--
5246804	提前还款（全部）	2017-02-11	0	2001	--
5246804	提前还款（全部）	2017-02-07	0	2034	--
5246804	提前还款（全部）	2017-02-14	0	1000	--
5246804	提前还款（全部）	2017-04-07	0	2006	--
5246825	提前还款（部分）	2017-04-01	0	128	--
5246825	提前还款（部分）	2017-04-01	0	403	--
5246825	提前还款（部分）	2017-04-01	0	92	--
5253615	提前还款（全部）	2017-04-25	0	1607	提前结清
5254217	提前还款（全部）	2015-10-21	0	0	提前还款（全部）
5260097	提前还款（全部）	2016-06-13	0	504	--
5260097	提前还款（全部）	2016-10-14	0	1151	--
5260097	提前还款（全部）	2016-06-13	0	869	--
5260097	提前还款（部分）	2017-03-10	0	238	--
5260097	提前还款（全部）	2016-10-14	0	307	--
5260097	提前还款（全部）	2016-07-16	0	336	--
5260097	提前还款（全部）	2016-08-15	0	343	--
5260097	提前还款（全部）	2016-09-13	0	554	--
5260097	提前还款（全部）	2016-10-14	0	756	--
6201777	提前还款（全部）	2017-05-17	0	403	--
6201777	提前还款（全部）	2017-03-27	0	1957	--
6205914	提前还款（全部）	2017-04-24	0	818	--
6205914	提前还款（全部）	2017-04-04	0	506	--
6205914	提前还款（全部）	2017-02-25	0	173	--
6205914	提前还款（全部）	2017-02-25	0	691	--
6205914	提前还款（全部）	2017-02-25	0	345	--
6205914	提前还款（全部）	2017-02-25	0	173	--
6205914	提前还款（全部）	2017-02-04	0	170	--
6211710	提前还款（全部）	2017-01-10	-32	35385	--
6211710	提前还款（全部）	2017-01-11	0	318	全部提前还款
6211710	提前还款（全部）	2017-01-11	0	129	全部提前还款
6211710	提前还款（全部）	2017-01-11	0	177	全部提前还款
6211710	提前还款（全部）	2017-01-11	0	196	全部提前还款
6211710	提前还款（全部）	2017-01-11	0	126	全部提前还款
6211710	提前还款（全部）	2017-01-11	0	337	全部提前还款
6211710	提前还款（全部）	2017-01-11	0	1609	全部提前还款
6220593	提前还款（全部）	2016-03-06	0	654	--
6220593	提前还款（全部）	2016-02-26	0	502	--
6220593	提前还款（全部）	2016-01-07	0	173	--
6220593	提前还款（部分）	2017-03-03	0	83	--
6220593	提前还款（部分）	2017-04-07	0	86	--
6220593	提前还款（全部）	2016-02-06	0	385	--
6220593	提前还款（全部）	2016-03-06	0	674	--
6220593	提前还款（部分）	2017-04-07	0	178	--
6220593	提前还款（部分）	2017-03-03	0	178	--
6220593	提前还款（部分）	2017-04-07	0	92	--
6220593	提前还款（部分）	2017-03-03	0	92	--
6220593	提前还款（全部）	2016-02-26	0	307	--
6220593	提前还款（全部）	2016-01-08	0	170	--
6220593	提前还款（全部）	2015-08-08	0	1001	--
6220593	提前还款（全部）	2017-05-13	0	1206	提前结清
6220593	提前还款（全部）	2016-03-06	0	672	--
6220593	提前还款（部分）	2017-04-07	0	82	--
6220593	提前还款（部分）	2017-03-03	0	82	--
6220593	提前还款（全部）	2016-02-06	0	365	--
6220593	提前还款（全部）	2016-01-27	0	609	--
6220593	提前还款（部分）	2017-04-07	0	119	--
6220593	提前还款（全部）	2015-08-08	0	1001	--
6220593	提前还款（部分）	2017-03-03	0	119	--
6220593	提前还款（全部）	2016-06-18	0	2548	--
6220593	提前还款（部分）	2017-04-07	0	61	--
6220593	提前还款（全部）	2016-03-04	0	1051	--
6220593	提前还款（部分）	2017-03-03	0	61	--
6220593	提前还款（全部）	2016-03-04	0	1058	--
6220593	提前还款（部分）	2017-03-03	0	64	--
6220593	提前还款（部分）	2017-04-07	0	64	--
6220593	提前还款（部分）	2017-03-03	0	70	--
6220593	提前还款（部分）	2017-04-07	0	70	--
6220593	提前还款（部分）	2017-04-07	0	275	--
6220593	提前还款（部分）	2017-03-03	0	275	--
6220593	提前还款（全部）	2015-10-26	0	462	--
6222483	提前还款（全部）	2017-05-04	0	2000	提前还款(全部)
6222483	提前还款（全部）	2017-05-14	0	3768	--
6232367	提前还款（全部）	2017-04-13	0	4089	--
6235461	提前还款（全部）	2017-06-20	-4	3333	--
6238037	提前还款（全部）	2016-11-14	-11	5713	提前结清
6238037	提前还款（全部）	2016-10-24	-5	2375	提前结清
6238037	提前还款（全部）	2016-10-24	-10	5268	提前结清
6202989	提前还款（全部）	2017-05-23	0	449	提前结清
6202989	提前还款（全部）	2017-04-20	0	499	--
6202989	提前还款（部分）	2017-04-20	0	66	--
6203402	提前还款（全部）	2017-06-16	-2	1333	--
6203402	提前还款（全部）	2017-06-16	-5	1500	--
6203402	提前还款（部分）	2017-04-06	0	713	--
6203402	提前还款（部分）	2017-03-05	0	713	--
6213258	提前还款（全部）	2017-01-01	-12	5000	--
6220195	提前还款（部分）	2017-02-28	0	1140	--
6220195	提前还款（全部）	2017-05-01	0	676	--
6220195	提前还款（全部）	2017-05-01	0	1061	--
6228980	提前还款（部分）	2017-02-28	0	1067	--
6228980	提前还款（全部）	2017-04-02	0	3141	--
6231353	提前还款（全部）	2017-06-19	0	3958	--
6231353	其他	2016-02-11	-59	50000	正常提前还款
6232711	其他	2013-10-23	0	87011	提前还款
6232711	提前还款（全部）	2016-03-19	0	3358	--
6248762	提前还款（全部）	2017-05-27	0	1407	提前结清
6251590	提前还款（全部）	2017-03-03	0	1195	--
6251590	提前还款（全部）	2017-03-03	0	6309	--
6252479	提前还款（全部）	2017-05-05	-5	2500	--
6203256	提前还款（全部）	2017-04-13	0	2307	--
6203256	提前还款（全部）	2017-06-01	0	2338	--
6205244	提前还款（全部）	2016-05-11	1	46697	--
6209682	提前还款（全部）	2017-02-15	-5	2500	--
6210123	提前还款（全部）	2017-04-01	-12	20000	--
6210123	提前还款（全部）	2015-07-02	0	39954	全额提前结清
6210123	提前还款（全部）	2017-03-01	-12	10000	--
6210571	提前还款（全部）	2017-05-06	0	1910	提前结清
6210571	提前还款（全部）	2017-05-04	0	673	--
6229842	提前还款（全部）	2017-03-11	0	7073	--
6229842	提前还款（全部）	2017-01-25	0	1749	--
6229842	提前还款（全部）	2017-01-25	0	3364	--
6201719	提前还款（全部）	2017-05-26	0	801	--
6201719	提前还款（全部）	2017-05-13	0	510	--
6201719	提前还款（全部）	2017-01-14	0	1571	--
6201719	提前还款（全部）	2017-06-07	0	693	--
6201796	提前还款（全部）	2017-06-20	-9	1650	--
6201796	提前还款（全部）	2017-04-05	-22	14667	提前还款(全部)
6201796	提前还款（部分）	2017-04-07	0	696	--
6201796	提前还款（全部）	2017-02-18	0	0	提前还款（全部）
6201796	提前还款（全部）	2017-02-06	-12	22000	--
6201796	提前还款（全部）	2016-12-26	-11	2581	--
6201796	提前还款（全部）	2017-01-01	-12	10000	--
6201796	提前还款（部分）	2016-12-12	-11	87	提前还款（部分）
6201796	提前还款（部分）	2016-11-15	-12	151	提前还款（部分）
6201796	提前还款（部分）	2016-12-12	-11	302	提前还款（部分）
6201796	提前还款（部分）	2016-11-28	-12	87	提前还款（部分）
6201796	提前还款（部分）	2016-11-15	-12	201	提前还款（部分）
6201796	提前还款（全部）	2017-01-06	-24	12000	--
6201796	提前还款（部分）	2016-12-12	-11	402	提前还款（部分）
6201796	提前还款（全部）	2017-01-01	-12	4583	--
6215138	提前还款（全部）	2017-05-28	0	209	--
6220157	提前还款（全部）	2017-01-19	0	1295	--
6220157	提前还款（全部）	2017-01-19	0	648	--
6220157	提前还款（全部）	2017-01-19	0	4585	--
6220157	提前还款（全部）	2017-01-21	0	1600	2041[表内贷款提前还款]
6220157	提前还款（全部）	2017-01-19	0	189	--
6222460	提前还款（全部）	2016-11-18	0	1000	--
6222460	提前还款（全部）	2015-06-20	0	6000	--
6236159	提前还款（部分）	2017-03-20	0	893	--
6236159	提前还款（全部）	2017-03-26	0	1750	--
6236859	其他	2011-12-07	0	39566	提前还款
6240072	提前还款（全部）	2016-08-06	0	168	--
6241276	展期（延期）	2011-06-24	12	20000	无
6241276	提前还款（全部）	2017-06-14	0	7804	--
6245644	提前还款（全部）	2017-05-10	0	2628	--
6245644	提前还款（全部）	2017-06-12	0	2635	--
6245644	提前还款（全部）	2017-04-11	0	1815	--
6245644	提前还款（全部）	2017-04-11	0	458	--
6245644	提前还款（全部）	2017-04-11	0	309	--
6248402	提前还款（全部）	2017-06-16	-1	1349	--
6251132	提前还款（全部）	2017-02-17	0	931	--
6251132	提前还款（全部）	2017-02-17	0	678	--
6251132	提前还款（全部）	2017-02-17	0	3608	--
6251132	提前还款（全部）	2014-12-04	-19	11194	--
6203540	提前还款（全部）	2016-04-23	-1	10000	--
6203540	提前还款（全部）	2015-12-24	-1	5000	--
6203540	提前还款（全部）	2016-06-17	-1	5000	--
6203540	提前还款（全部）	2016-04-23	-1	10000	--
6203540	提前还款（全部）	2016-06-22	0	355	--
6203540	提前还款（全部）	2016-07-16	-1	10000	--
6203540	提前还款（全部）	2015-08-19	-1	50000	--
6203540	提前还款（全部）	2015-12-22	-1	5000	--
6203540	提前还款（全部）	2015-12-22	0	526	--
6203540	提前还款（全部）	2016-03-20	-1	5000	--
6203540	提前还款（全部）	2016-04-19	-1	20000	--
6203540	提前还款（全部）	2015-11-16	-1	35000	--
6203540	提前还款（全部）	2016-07-20	-1	20000	--
6203540	提前还款（全部）	2016-01-29	-2	30000	--
6203540	提前还款（全部）	2015-12-22	-1	5000	--
6203540	提前还款（全部）	2016-06-17	-1	5000	--
6203540	提前还款（全部）	2015-11-10	-1	20000	--
6203540	提前还款（全部）	2016-06-17	-1	5000	--
6203540	提前还款（全部）	2015-05-12	-1	20000	--
6203540	提前还款（全部）	2016-02-20	0	653	--
6203540	提前还款（全部）	2015-12-24	-1	5000	--
6203540	提前还款（全部）	2016-05-24	-1	3900	--
6203540	提前还款（全部）	2016-03-19	0	1206	--
6203540	提前还款（部分）	2017-04-19	0	278	--
6203540	提前还款（部分）	2017-04-19	0	386	--
6203540	提前还款（全部）	2015-11-16	-1	30000	--
6203540	提前还款（全部）	2016-07-16	-1	10000	--
6203540	提前还款（全部）	2016-03-20	-1	5000	--
6203540	提前还款（全部）	2014-11-30	-2	100000	--
6203540	提前还款（全部）	2015-05-12	-1	10000	--
6203540	提前还款（全部）	2016-11-27	-7	2014	--
