"REPORT_ID","HOUSE_LOAN_COUNT","COMMERCIAL_LOAN_COUNT","OTHER_LOAN_COUNT","FIRST_LOAN_OPEN_MONTH","LOANCARD_COUNT","FIRST_LOANCARD_OPEN_MONTH","STANDARD_LOANCARD_COUNT","FIRST_SL_OPEN_MONTH","ANNOUNCE_COUNT","DISSENT_COUNT"
"2995256","0","0","9","2016.11","7","2012.06","0","--","0","0"
"3002310","0","0","10","2016.05","4","2016.01","0","--","0","0"
"2975594","0","0","30","2009.02","18","2006.07","0","--","0","0"
"2979255","0","0","4","2016.12","7","2010.06","0","--","0","0"
"2995303","0","0","5","2017.01","2","2014.08","0","--","0","0"
"2995306","0","0","33","2015.02","11","2012.02","0","--","0","0"
"2995307","0","0","3","2016.08","8","2013.06","0","--","0","0"
"2995320","1","0","8","2013.11","28","2010.09","0","2014.03","0","0"
"2995351","0","0","5","2014.03","9","2008.07","0","--","0","0"
"2998928","0","0","2","2016.04","19","2004.08","0","2016.09","0","0"
"3000688","0","0","5","2010.09","24","2014.03","0","2014.10","0","0"
"3002400","0","0","21","2015.01","16","2012.06","0","--","0","0"
"3002433","0","0","4","2016.04","14","2009.07","0","--","0","0"
"3002436","0","0","2","2016.07","21","2008.03","0","--","0","0"
"2979286","0","0","2","2016.08","6","2014.10","1","2008.06","0","0"
"2990022","0","0","3","2017.02","4","2016.05","0","--","0","0"
"3024303","0","0","5","2009.12","8","2009.01","0","--","0","0"
"3028029","1","0","1","2014.04","5","2010.06","0","--","0","0"
"3029752","1","0","3","2016.06","4","2012.01","0","--","0","0"
"3029759","0","0","15","2016.09","13","2006.11","0","--","0","0"
"3029780","0","0","2","2015.04","7","2014.03","2","2012.03","0","0"
"3006176","0","0","3","2016.04","13","2013.06","0","--","0","0"
"3007944","0","0","11","2016.06","2","2015.09","0","--","0","0"
"3009746","0","0","1","2015.10","1","2016.12","0","--","0","0"
"3011661","0","0","10","2016.01","4","2009.11","0","--","0","0"
"3013445","0","0","2","2016.12","9","2011.04","0","2014.12","0","0"
"3013513","0","0","2","2016.06","4","2015.12","0","--","0","0"
"3020758","0","0","1","2016.02","6","2016.10","0","--","0","0"
"3022590","0","0","3","2016.01","2","2014.01","0","--","0","0"
"3022643","1","0","1","2012.12","10","2007.06","0","--","0","0"
"3009901","0","0","1","2016.11","2","2015.11","0","--","0","0"
"3009952","0","0","13","2016.06","4","2014.06","0","2011.10","0","0"
"3011740","0","0","8","2015.07","10","2012.06","0","2013.05","0","0"
"3013541","0","0","6","2016.09","6","2012.06","0","--","0","0"
"3019043","0","0","50","2014.02","8","2012.05","0","--","0","0"
"3020795","0","0","5","2010.05","10","2010.08","0","--","0","0"
"3026312","0","0","3","2004.04","14","2009.08","2","2012.03","0","0"
"3026322","0","0","2","2016.04","2","2011.08","0","--","0","0"
"3026397","0","0","7","2016.05","6","2014.05","0","--","0","0"
"3002745","0","0","6","2016.09","4","2010.07","0","--","0","0"
"3004616","0","0","1","2016.07","8","2015.04","0","--","0","0"
"3009976","0","0","0","--","2","2010.06","0","--","0","0"
"3010006","0","0","10","2013.09","5","2012.09","0","--","0","0"
"3013677","0","0","13","2016.04","25","2013.06","0","--","0","0"
"3020886","0","0","12","2016.04","2","2015.07","0","--","0","0"
"3022864","0","0","1","2016.02","7","2014.10","0","--","0","0"
"3024683","0","0","0","--","3","2016.07","0","--","0","0"
"3024684","0","0","6","2016.05","11","2008.08","0","--","0","0"
"3002910","0","0","3","2016.08","1","2012.12","0","--","0","0"
"3006541","0","0","0","--","5","2012.08","0","--","0","0"
"3008251","0","0","0","--","4","2015.01","0","--","0","0"
"3008268","0","0","16","2015.10","8","2012.05","0","--","0","0"
"3012017","0","0","5","2016.12","7","2012.05","0","--","0","0"
"3013808","1","0","0","2016.06","12","2007.04","0","--","0","0"
"3026627","0","0","4","2015.10","1","2016.11","0","--","0","0"
"3030233","0","0","0","--","6","2012.07","0","--","0","0"
"3003003","1","0","3","2015.07","4","2007.09","0","--","0","0"
"3004831","1","0","34","2015.08","2","2016.09","0","2015.10","0","0"
"3010294","0","0","1","2010.10","2","2010.08","0","--","0","0"
"3012070","0","0","1","2013.07","10","2008.03","0","--","0","0"
"3012073","0","0","12","2012.03","14","2014.04","0","--","0","0"
"3015690","0","0","10","2016.04","1","2011.12","0","--","0","0"
"3017534","0","0","1","2016.05","2","2016.02","0","--","0","0"
"3019408","0","0","2","2017.02","1","--","0","2014.03","0","0"
"3021139","0","0","24","2014.12","4","2012.05","0","--","0","0"
"3021201","0","0","12","2016.12","2","2016.09","0","2013.09","0","0"
"3023086","1","0","12","2012.10","7","2014.01","0","--","0","0"
"3024847","0","0","2","2015.10","4","2016.06","0","--","0","0"
"3030380","1","0","1","2015.09","2","2016.08","0","--","0","0"
"3004865","0","0","6","2008.03","5","2015.04","0","--","0","0"
"3004877","0","0","7","2013.06","7","2008.11","1","2009.05","0","0"
"3008469","0","0","16","2015.06","10","2013.01","0","--","0","0"
"3012193","0","0","12","2016.04","6","2014.11","0","--","0","0"
"3012196","0","0","3","2015.01","5","2014.12","0","--","0","0"
"3021227","0","0","8","2017.02","1","2015.05","0","--","0","0"
"3021299","0","0","24","2016.09","6","2012.12","0","--","0","0"
"3024985","0","0","0","--","10","2011.12","0","2011.09","0","0"
"3028631","1","0","29","2011.06","9","2010.11","0","--","0","0"
"3003191","0","0","19","2016.01","12","2012.10","2","2013.06","0","0"
"3010433","0","0","16","2015.09","27","2008.07","0","--","0","0"
"3010450","0","0","3","2015.11","8","2013.01","0","--","0","0"
"3010541","0","0","4","2016.12","6","2012.06","0","--","0","0"
"3012293","0","0","0","--","5","2011.08","0","--","0","0"
"3012316","0","0","1","2015.02","3","2014.05","0","--","0","0"
"3014102","0","0","7","2016.04","4","2015.10","0","--","0","0"
"3019528","0","0","1","2016.03","7","2010.06","0","--","0","0"
"3021339","0","0","4","2011.03","10","2010.11","0","--","0","0"
"3021345","0","0","0","--","8","2010.12","0","--","0","0"
"3021402","0","0","0","--","3","2014.01","0","--","0","0"
"3026918","0","0","35","2016.11","8","2011.09","0","--","0","0"
"3028807","0","0","7","2013.04","8","2008.06","0","--","0","0"
"3005169","0","0","3","2015.12","4","2015.04","0","--","0","0"
"3005175","0","0","3","2014.01","3","2015.05","0","--","0","0"
"3008706","0","0","0","--","5","2015.09","1","2010.11","0","0"
"3008762","0","0","3","2016.06","7","2011.10","0","--","0","0"
"3014229","0","0","10","2016.07","2","2015.05","0","--","0","0"
"3014244","0","0","11","2015.10","5","2016.11","0","--","0","0"
"3014253","0","0","12","2016.03","9","2008.06","0","--","0","0"
"3016011","0","0","9","2007.09","2","2016.06","0","--","0","0"
"3027031","1","0","21","2015.04","9","2012.10","0","--","0","0"
"3030769","0","0","6","2015.09","3","2016.03","0","--","0","0"
"3005237","0","0","0","--","2","2011.07","0","--","0","0"
"3008872","0","0","2","2015.04","1","2016.05","0","--","0","0"
"3012498","0","0","7","2015.01","2","2015.01","0","--","0","0"
"3012565","0","0","4","2016.02","11","2011.02","0","--","0","0"
"3012582","0","0","13","2015.09","12","2013.01","0","--","0","0"
"3014422","0","0","10","2016.10","5","2010.11","0","--","0","0"
"3021552","0","0","22","2008.05","19","2008.01","0","2013.08","0","0"
"3021606","0","0","15","2016.08","8","2015.11","0","--","0","0"
"3021617","0","0","15","2015.12","6","2013.10","0","--","0","0"
"3023581","0","0","0","--","2","2016.11","0","--","0","0"
"3025337","0","0","6","2016.08","11","2010.10","0","--","0","0"
"3025363","1","0","0","2008.10","9","2008.05","0","--","0","0"
"3003579","0","0","41","2015.11","21","2013.05","0","--","0","0"
"3005353","1","0","19","2015.11","19","2012.07","0","--","0","0"
"3005357","0","0","9","2016.03","12","2012.08","0","--","0","0"
"3005369","0","0","1","2013.05","3","2012.12","0","--","0","0"
"3005374","0","0","0","--","4","2015.10","0","--","0","0"
"3007185","0","0","3","2015.03","6","2014.04","0","--","0","0"
"3007213","1","0","30","2010.09","29","2010.11","0","--","0","0"
"3010833","1","0","17","2013.06","5","2012.08","0","--","0","0"
"3010839","0","0","16","2013.10","24","2013.03","0","--","0","0"
"3010871","0","0","8","2015.12","14","2014.07","0","--","0","0"
"3021686","0","0","7","2016.05","6","2008.03","0","--","0","0"
"3021770","0","0","20","2016.02","10","2010.08","0","--","0","0"
"3029055","1","0","3","2006.03","2","2009.03","0","--","0","0"
"3029115","0","0","3","2016.12","2","2014.01","0","--","0","0"
"3010974","1","0","0","2014.10","10","2011.05","0","--","0","0"
"3021847","1","0","2","2014.09","3","2012.04","0","--","0","0"
"3029256","0","0","6","2015.06","6","2014.06","0","--","0","0"
"3031091","0","0","3","2015.04","4","2016.08","0","--","0","0"
"3005598","0","0","5","2015.11","8","2010.07","0","2010.05","0","0"
"3009171","0","0","1","2016.12","9","2009.09","0","--","0","0"
"3009172","0","0","1","2017.02","3","2013.05","0","--","0","0"
"3011081","0","0","0","--","3","2010.06","0","--","0","0"
"3014662","0","0","0","--","1","--","1","2013.03","0","0"
"3016468","0","0","0","--","1","2016.01","0","--","0","0"
"3016531","0","0","2","2016.12","4","2015.12","0","--","0","0"
"3020136","1","0","26","2015.03","20","2004.11","0","2015.12","0","0"
"3021971","1","0","12","2015.11","13","2014.12","0","--","0","0"
"3025674","0","0","5","2016.09","1","--","0","2013.10","0","0"
"3029287","0","0","1","2016.11","7","2014.12","0","--","0","0"
"3029294","0","0","1","2017.03","7","2007.11","0","--","0","0"
"3029311","0","0","3","2016.02","3","2017.01","0","--","0","0"
"3029372","2","1","7","2003.10","12","2005.10","2","2013.05","0","0"
"3031153","0","0","4","2010.09","2","2015.03","0","--","0","0"
"3031188","0","0","0","--","4","2013.05","0","--","0","0"
"3009331","0","0","0","--","5","2014.05","0","--","0","0"
"3011109","0","0","6","2016.07","6","2015.01","0","--","0","0"
"3014794","0","0","0","--","3","2016.07","2","2012.03","0","0"
"3020300","0","0","8","2016.04","1","2016.01","0","--","0","0"
"3022128","0","0","0","--","3","2014.08","0","--","0","0"
"3025819","0","0","0","--","8","2014.04","0","--","0","0"
"3029391","0","0","28","2016.01","5","2012.04","0","--","0","0"
"3005770","0","0","1","2017.01","4","2012.10","0","--","0","0"
"3005781","0","0","1","2015.12","4","2014.05","0","2016.02","0","0"
"3014894","0","0","4","2016.12","2","2016.07","0","--","0","0"
"3022172","0","0","1","2017.04","2","2012.09","0","--","0","0"
"3025874","0","0","0","--","6","2016.10","0","--","0","0"
"3025906","0","0","7","2016.05","5","2008.03","0","--","0","0"
"3027745","0","0","1","2017.03","3","2015.05","0","--","0","0"
"3031378","0","0","1","2015.05","10","2013.11","0","--","0","0"
"3009500","0","0","1","2016.03","5","2011.01","0","--","0","0"
"3011346","0","0","15","2016.08","14","2015.11","0","--","0","0"
"3018646","1","0","1","2005.12","5","2008.07","0","--","0","0"
"3022275","0","0","9","2017.01","2","2011.12","0","--","0","0"
"3004238","0","0","11","2016.10","11","2009.04","0","--","0","0"
"3011461","0","0","2","2016.11","15","2009.11","1","2011.06","0","0"
"3016925","0","0","12","2016.01","3","2014.07","0","--","0","0"
"3017028","0","1","1","2005.05","5","2012.02","0","--","0","0"
"3022407","0","0","9","2015.12","8","2012.03","0","--","0","0"
"3022422","0","0","27","2015.08","24","2012.05","2","2013.09","0","0"
"3022433","0","0","3","2017.01","5","2015.08","0","2015.11","0","0"
"3022470","0","0","2","2016.03","13","2015.04","0","--","0","0"
"3074253","0","0","4","2016.08","7","2012.01","0","--","0","0"
"3077869","0","0","2","2016.12","5","2015.05","0","--","0","0"
"3077889","0","0","11","2016.03","7","2015.08","0","--","0","0"
"3084929","0","0","0","--","3","2016.10","0","--","0","0"
"3061414","0","0","25","2016.09","1","2013.12","0","--","0","0"
"3061448","0","0","0","--","20","2015.07","0","--","0","0"
"3063312","1","0","1","2008.09","10","2014.01","0","2015.07","0","0"
"3065014","0","0","25","2014.08","19","2013.07","0","2016.04","0","0"
"3065024","4","0","19","2005.07","33","2006.06","1","2006.01","0","0"
"3065044","0","0","6","2015.10","13","2010.11","0","--","0","0"
"3066693","0","0","10","2012.03","7","2006.09","0","--","0","0"
"3066716","0","0","1","2016.10","1","2016.04","0","--","0","0"
"3066717","0","0","12","2016.02","3","2014.11","0","--","0","0"
"3068440","0","0","10","2014.08","8","2007.09","0","--","0","0"
"3068455","0","0","1","2012.01","3","2008.05","0","--","0","0"
"3068509","0","0","8","2015.03","16","2012.10","0","--","0","0"
"3070587","1","0","19","2005.12","9","2003.04","1","2003.03","0","0"
"3070588","0","0","4","2016.06","1","2016.01","0","--","0","0"
"3072473","0","0","9","2013.12","6","2014.03","0","--","0","0"
"3076153","0","0","24","2006.05","26","2008.04","0","2016.11","0","0"
"3076247","0","0","2","2012.11","4","2012.08","0","--","0","0"
"3079847","0","0","1","2017.03","3","2016.07","0","--","0","0"
"3081644","1","0","1","2009.09","12","2009.09","0","--","0","0"
"3081701","0","0","3","2016.11","34","2014.01","0","--","0","0"
"3083301","0","0","40","2015.11","8","2007.05","0","--","0","0"
"3083321","0","0","10","2012.11","6","2015.12","0","--","0","0"
"3083322","0","0","4","2014.03","17","2010.03","0","2016.03","0","0"
"3083354","1","0","9","2006.05","9","2010.09","0","--","0","0"
"3061589","0","0","33","2015.08","8","2015.04","0","--","0","0"
"3063337","1","0","13","2013.04","1","2015.10","0","--","0","0"
"3065156","0","0","14","2015.08","7","2013.06","1","2013.03","0","0"
"3066769","0","0","2","2016.06","5","2014.11","0","--","0","0"
"3066777","1","0","23","2014.11","8","2011.11","0","--","0","0"
"3074438","1","0","3","2009.05","12","2016.06","0","--","0","0"
"3076295","0","0","6","2013.11","1","--","0","2016.07","0","0"
"3079924","0","0","8","2010.01","20","2015.03","0","--","0","0"
"3079925","0","0","4","2017.01","1","2016.11","0","--","0","0"
"2974175","0","0","0","--","4","2007.09","0","--","0","0"
"2974194","0","0","1","2017.03","7","2014.11","0","--","0","0"
"3061603","0","0","1","2017.03","8","2011.07","0","2011.07","0","0"
"3061667","0","0","3","2016.03","11","2009.03","0","--","0","0"
"3061691","0","0","1","2016.04","8","2014.05","0","--","0","0"
"3063470","0","0","13","2016.03","6","2008.04","0","--","0","0"
"3063526","0","0","6","2015.07","5","2015.07","0","--","0","0"
"3065189","0","0","4","2015.06","10","2013.03","0","2012.03","0","0"
"3066890","0","0","4","2014.01","3","2009.12","0","--","0","0"
"3068656","0","0","14","2015.10","15","2010.07","0","--","0","0"
"3068747","0","0","13","2016.03","17","2015.05","0","2016.08","0","0"
"3078170","0","0","0","--","2","2011.11","1","2012.04","0","0"
"3078188","0","0","0","--","17","2014.04","0","2014.07","0","0"
"3078193","0","0","12","2016.08","3","2013.10","0","2016.04","0","0"
"3080043","0","0","32","2015.11","6","2014.08","0","--","0","0"
"3080077","0","0","0","--","1","2016.05","0","--","0","0"
"3080079","0","0","7","2014.09","19","2009.07","0","2013.07","0","0"
"3081734","0","0","1","2015.08","4","2014.06","1","2014.03","0","0"
"3059964","0","0","7","2012.09","10","2014.03","0","--","0","0"
"3059987","0","0","12","2014.11","10","2012.10","0","--","0","0"
"3061791","0","0","3","2015.12","8","2009.09","0","2014.02","0","0"
"3063547","0","0","0","--","11","2012.08","0","--","0","0"
"3063593","0","0","0","--","6","2015.01","0","--","0","0"
"3063649","0","0","9","2016.10","6","2016.08","0","--","0","0"
"3065327","0","0","19","2007.11","10","2012.02","0","--","0","0"
"3066998","0","0","3","2016.09","5","2014.02","0","--","0","0"
"3068851","0","0","4","2017.01","3","2007.04","0","--","0","0"
"3078380","0","0","24","2009.07","4","2008.12","0","--","0","0"
"3060034","0","0","6","2015.09","8","2011.10","0","--","0","0"
"3061825","1","0","3","2012.05","12","2009.07","0","--","0","0"
"3061855","0","0","3","2016.01","7","2011.08","0","--","0","0"
"3061863","0","0","3","2015.05","6","2007.11","0","--","0","0"
"3065434","1","0","16","2009.06","12","2010.02","1","2012.11","0","0"
"3065484","1","0","12","2012.09","7","2015.07","0","--","0","0"
"3067142","0","0","16","2009.07","10","2009.09","0","--","0","0"
"3068887","0","0","7","2015.07","9","2014.03","0","--","0","0"
"3068914","0","0","1","2016.07","3","2013.10","0","--","0","0"
"3086959","0","0","1","2017.02","1","2016.05","1","2016.04","0","0"
"3071073","1","0","1","2010.01","9","2010.03","0","--","0","0"
"3074808","1","0","6","2007.01","12","2008.07","1","2011.07","0","0"
"3080313","0","0","15","2016.02","8","2007.10","0","--","0","0"
"3081986","1","0","3","2016.06","7","2014.04","0","--","0","0"
"3083806","3","0","1","2004.04","13","2007.06","0","--","0","0"
"3085470","0","0","6","2008.01","17","2008.07","0","--","0","0"
"3085515","0","0","0","--","2","2016.11","0","--","0","0"
"3060148","0","0","11","2016.06","18","2012.12","0","--","0","0"
"3061950","0","0","0","--","4","2012.09","0","--","0","0"
"3062037","2","0","23","2003.01","25","2003.02","1","1997.05","0","0"
"3063779","0","0","36","2016.02","5","2014.01","0","--","0","0"
"3063786","0","0","0","--","10","2016.11","0","--","0","0"
"3063800","0","0","0","--","1","2016.06","0","--","0","0"
"3063806","0","0","5","2017.03","5","2015.03","0","--","0","0"
"3065541","0","0","12","2014.10","7","2014.06","0","--","0","0"
"3065549","0","0","18","2015.11","10","2014.11","0","--","0","0"
"3065574","0","0","3","2016.02","4","2014.12","0","--","0","0"
"3067184","0","0","10","2012.09","5","2015.10","0","--","0","0"
"3067186","0","0","12","2013.10","17","2011.11","0","--","0","0"
"3067245","1","0","23","2014.08","10","2012.04","0","--","0","0"
"3078522","0","0","0","--","4","2008.06","0","--","0","0"
"3082125","1","0","1","2009.10","4","2008.04","1","2009.02","0","0"
"3082157","0","0","1","2017.04","6","2012.12","0","--","0","0"
"3085675","0","0","9","2016.06","26","2015.02","0","--","0","0"
"3060306","0","0","8","2013.10","14","2009.06","0","--","0","0"
"3062107","0","0","2","2016.09","3","2012.12","0","--","0","0"
"3065679","0","0","15","2008.11","20","2008.05","0","--","0","0"
"3076871","0","0","29","2015.11","5","2014.02","0","--","0","0"
"3078716","0","0","16","2015.11","2","2016.06","0","--","0","0"
"3080485","0","0","11","2016.06","7","2015.01","1","2004.01","0","0"
"3082267","0","0","45","2015.11","5","2008.03","0","--","0","0"
"3084012","0","0","4","2015.08","4","2014.06","1","2015.08","0","0"
"3085755","0","0","8","2016.09","4","2008.08","0","2012.04","0","0"
"3060365","3","0","14","2005.03","32","2003.05","0","--","0","0"
"3060397","0","0","3","2015.11","15","2011.11","0","--","0","0"
"3062237","0","0","7","2013.01","10","2014.06","0","--","0","0"
"3062245","1","0","2","2004.03","6","2006.08","0","--","0","0"
"3064013","0","0","1","2016.06","13","2015.09","0","--","0","0"
"3064083","0","0","27","2016.08","2","2015.07","0","--","0","0"
"3065754","0","0","5","2015.10","6","2015.08","0","2013.03","0","0"
"3067385","1","0","0","2017.01","5","2013.01","0","--","0","0"
"3067451","0","0","1","2017.02","4","2010.08","0","--","0","0"
"3087227","0","0","14","2015.09","6","2013.09","0","2012.05","0","0"
"3073336","0","0","0","--","3","2013.11","0","--","0","0"
"3075215","0","0","6","2016.12","5","2008.04","0","--","0","0"
"3080678","0","0","2","2016.04","10","2016.06","0","--","0","0"
"3082297","1","0","1","2008.01","8","2008.10","0","--","0","0"
"3082316","0","0","7","2016.06","9","2013.11","0","--","0","0"
"3060559","0","0","3","2017.02","7","2011.09","0","2012.01","0","0"
"3062378","0","0","31","2015.12","11","2013.12","0","--","0","0"
"3064176","0","0","6","2014.07","17","2013.05","0","--","0","0"
"3065853","0","0","16","2010.07","1","2012.03","0","--","0","0"
"3065882","0","0","31","2013.10","14","2012.04","0","2014.12","0","0"
"3067558","0","0","1","2016.05","2","2011.07","0","--","0","0"
"3067579","0","0","0","--","3","2014.06","1","2014.06","0","0"
"3067583","0","0","16","2015.11","5","2013.12","0","--","0","0"
"3067591","1","0","2","2014.08","1","2016.06","0","--","0","0"
"3087378","0","0","10","2009.03","8","2010.09","0","--","0","0"
"3073383","0","0","1","2016.09","6","2011.07","0","--","0","0"
"3073408","0","0","4","2016.08","18","2014.12","0","2013.01","0","0"
"3073410","1","0","37","2015.08","8","2014.12","0","--","0","0"
"3073427","0","0","13","2014.03","7","2012.08","0","--","0","0"
"3075222","0","0","1","2016.03","3","2010.09","1","2011.06","0","0"
"3075282","0","0","6","2010.12","3","2013.10","0","--","0","0"
"3077084","0","0","4","2016.01","4","2014.02","0","--","0","0"
"3078879","0","0","2","2016.11","2","2016.11","0","--","0","0"
"3078891","0","0","23","2015.12","10","2016.03","0","--","0","0"
"3082483","0","0","4","2017.04","5","2013.11","0","--","0","0"
"3082494","0","0","1","2017.03","1","2012.09","0","--","0","0"
"3085998","0","0","6","2016.07","2","2016.04","0","--","0","0"
"3060605","0","0","2","2016.05","5","2010.06","1","2016.04","0","0"
"3060656","0","0","1","2017.01","9","2008.06","0","--","0","0"
"3060662","0","0","2","2016.12","3","2016.03","0","--","0","0"
"3065911","2","0","7","2015.03","27","2008.09","0","--","0","0"
"3065917","0","0","9","2013.11","11","2015.11","0","--","0","0"
"3065964","0","0","12","2015.07","7","2012.07","1","2011.12","0","0"
"3067639","0","0","10","2009.02","7","2015.01","0","--","0","0"
"3067652","0","0","1","2017.04","13","2009.02","0","--","0","0"
"3067662","0","0","8","2016.05","22","2008.08","0","2013.05","0","0"
"3087520","0","0","6","2007.06","18","2007.08","0","--","0","0"
"3073508","0","0","1","2017.01","3","2015.09","0","2013.03","0","0"
"3073562","0","0","8","2015.08","14","2003.11","3","1995.04","0","0"
"3075338","0","0","3","2016.03","6","2012.11","0","--","0","0"
"3075417","0","0","3","2016.01","16","2016.03","0","--","0","0"
"3075426","1","0","10","2016.06","9","2014.10","0","--","0","0"
"3079024","0","0","0","--","4","2014.08","0","--","0","0"
"3079035","1","0","2","2009.10","5","2013.01","1","2014.08","0","0"
"3082535","0","0","6","2016.04","9","2014.07","0","--","0","0"
"3082539","0","0","6","2006.12","4","2007.03","0","--","0","0"
"3082557","0","0","0","--","8","2010.04","1","2011.09","0","0"
"3086038","0","0","2","2017.03","11","2012.02","0","--","0","0"
"3086060","0","0","1","2016.06","3","2014.06","0","--","0","0"
"3060740","0","0","37","2015.12","10","2010.07","0","--","0","0"
"3064376","1","0","2","2002.06","11","2005.11","1","2000.07","0","0"
"3066043","0","0","1","2016.08","3","2014.01","0","--","0","0"
"3066079","0","0","2","2016.09","8","2015.07","0","2015.06","0","0"
"3066091","0","0","15","2006.05","4","2013.10","0","--","0","0"
"3075563","1","0","1","2017.01","4","2016.04","0","--","0","0"
"3077344","0","0","8","2015.05","12","2011.06","0","2015.06","0","0"
"3077370","0","0","3","2007.10","4","2013.12","0","--","0","0"
"3080921","0","0","5","2016.07","8","2002.12","1","2004.11","0","0"
"3084438","0","0","9","2016.04","19","2012.07","2","2011.04","0","0"
"3060901","0","0","3","2016.02","3","2015.10","0","--","0","0"
"3062669","0","0","5","2015.08","6","2016.01","0","--","0","0"
"3066128","0","0","16","2003.09","12","2009.03","1","2015.01","0","0"
"3067904","1","0","18","2016.11","0","--","0","--","0","0"
"3069999","1","0","1","2016.09","9","2016.09","0","--","0","0"
"3070008","0","0","0","--","9","2016.11","0","--","0","0"
"3073738","0","0","2","2016.09","5","2010.03","0","--","0","0"
"3075652","0","0","15","2015.09","10","2014.02","0","--","0","0"
"3075655","0","0","6","2015.09","15","2007.02","0","--","0","0"
"3079220","0","0","6","2016.03","11","2013.07","1","2008.03","0","0"
"3079282","0","0","2","2009.08","3","2010.06","0","--","0","0"
"3084536","0","0","2","2014.05","2","2016.08","0","2013.11","0","0"
"3086353","0","0","2","2017.01","1","2013.05","0","--","0","0"
"3060972","0","0","1","2017.02","12","2012.05","0","--","0","0"
"3061000","1","0","7","2015.10","14","2011.09","1","2014.06","0","0"
"3064590","0","0","2","2015.10","8","2012.06","0","--","0","0"
"3064597","0","0","1","2016.10","2","2016.03","0","--","0","0"
"3066223","0","0","8","2015.09","18","2010.10","0","--","0","0"
"3067961","0","0","13","2007.12","7","2008.07","0","--","0","0"
"3067987","0","0","7","2016.08","10","2013.06","0","--","0","0"
"3068006","0","0","0","--","7","2012.03","0","--","0","0"
"3087758","0","0","11","2016.05","13","2009.02","0","--","0","0"
"3087769","0","0","23","2015.04","15","2006.12","0","2004.08","0","0"
"3075703","0","0","1","2017.04","1","2016.01","0","--","0","0"
"3079348","0","0","10","2015.08","6","2015.12","0","--","0","0"
"3081188","0","0","7","2016.11","3","2016.01","1","2011.03","0","0"
"3086392","1","0","1","2013.02","8","2014.09","0","2015.06","0","0"
"3062964","2","0","6","2009.09","17","2011.12","0","--","0","0"
"3064713","1","0","8","2011.08","14","2013.09","0","--","0","0"
"3066380","0","0","6","2015.07","4","2014.12","0","--","0","0"
"3066420","0","0","3","2016.08","7","2014.01","0","--","0","0"
"3068088","0","0","6","2005.11","5","2012.08","0","--","0","0"
"3087961","0","0","117","2014.06","6","2008.08","0","--","0","0"
"3073981","0","0","2","2014.11","5","2014.10","0","--","0","0"
"3074030","0","0","3","2007.11","28","2005.12","0","2009.07","0","0"
"3074040","0","0","0","--","1","2016.02","0","--","0","0"
"3081381","0","0","16","2016.01","1","2016.02","0","--","0","0"
"3082970","0","0","7","2015.03","2","2014.02","0","--","0","0"
"3084759","0","0","0","--","1","--","1","2014.04","0","0"
"3061148","0","0","2","2017.03","6","2007.09","0","--","0","0"
"3061152","0","0","4","2016.05","10","2011.02","0","--","0","0"
"3061154","0","0","39","2016.04","1","--","1","2013.05","0","0"
"3062974","0","0","17","2015.11","3","2014.10","0","--","0","0"
"3064774","0","0","1","2016.08","1","2015.10","0","--","0","0"
"3064787","0","0","5","2016.09","5","2016.04","0","--","0","0"
"3064795","0","0","3","2016.07","6","2014.05","0","--","0","0"
"3066429","0","0","1","2016.07","8","2012.04","0","--","0","0"
"3088014","0","0","1","2017.01","7","2012.07","0","--","0","0"
"3088055","0","0","0","--","4","2013.05","0","2016.07","0","0"
"3074086","0","0","4","2016.07","2","2014.12","0","--","0","0"
"3074089","0","0","8","2016.11","3","2014.03","0","--","0","0"
"3075928","0","0","0","--","1","2016.07","0","--","0","0"
"3076032","0","0","22","2013.12","3","2014.02","0","--","0","0"
"3079651","0","0","4","2013.11","14","2015.07","0","--","0","0"
"3061278","1","0","14","2014.08","20","2007.06","0","--","0","0"
"3061289","0","0","4","2016.06","16","2014.11","2","2016.06","0","0"
"3061300","1","0","16","2015.09","15","2010.07","0","--","0","0"
"3061359","0","0","2","2016.09","15","2011.05","0","--","0","0"
"3064954","0","0","3","2016.04","2","2016.03","0","--","0","0"
"3066612","1","0","4","2013.06","17","2011.01","0","--","0","0"
"3185276","0","0","1","2017.04","8","2006.12","0","--","0","0"
"3185289","0","0","0","--","1","2016.06","0","--","0","0"
"3185296","0","0","25","2009.11","10","2014.07","0","--","0","0"
"3185355","0","0","30","2010.04","2","2015.07","0","--","0","0"
"3188821","1","0","32","2016.01","16","2013.01","0","--","0","0"
"3188875","0","0","13","2014.03","6","2015.03","0","--","0","0"
"3190627","0","0","22","2014.06","8","2011.07","0","--","0","0"
"3192431","0","0","3","2016.09","8","2011.04","1","2011.07","0","0"
"3192445","0","0","23","2012.11","1","2016.08","0","--","0","0"
"3194188","0","0","5","2015.12","5","2015.01","0","--","0","0"
"3194234","0","0","3","2016.11","10","2012.01","0","--","0","0"
"3196004","0","0","20","2015.10","20","2007.12","0","--","0","0"
"3199493","0","0","1","2017.02","2","2016.01","0","--","0","0"
"3199541","0","0","10","2007.04","9","2008.09","0","--","0","0"
"3199563","0","0","35","2015.02","15","2004.12","0","--","0","0"
"3199566","0","0","0","--","5","2013.09","0","--","0","0"
"3178591","0","0","0","--","9","2008.12","0","--","0","0"
"3188921","0","0","3","2017.01","2","2007.11","0","--","0","0"
